       27 35    -.74454    2.00
       27 41    -.61260    3.00
       27 47    -.43451    4.00
       27 53    -.58840    3.00
       27 59    -.12276    5.00
       27 65    -.28925    4.00
       27 71    -.41026    4.00
       27 77    -.80376    1.00
       27 83     .39262    5.00
       27 89    -.06937    5.00
       27 95    -.64170    3.00
       27101    -.47373    4.00
       27107    -.33634    4.00
       27113    -.47808    4.00
       27119    -.26795    4.00
       27125    -.41700    4.00
       27131    -.24107    4.00
       27137    -.62097    3.00
       27143    -.71716    2.00
       27149    -.36164    4.00
       27155    -.73110    2.00
       27161    -.70966    2.00
       28  1    -.69090    2.00
       28  9    -.55406    3.00
       28 17    -.68475    2.00
       28 25     .72847    5.00
       28 33    -.66859    2.00
       28 41    -.71164    2.00
       28 49    -.54663    3.00
       28 57    -.53113    3.00
       28 65    -.63597    3.00
       28 73    -.70638    2.00
       28 81    -.56751    3.00
       28 89    -.63545    3.00
       28 97    -.56501    3.00
       28105    -.28524    4.00
       28113    -.28524    4.00
       28121    -.52468    3.00
       28129    -.62826    3.00
       28137    -.31213    4.00
       28145    -.57295    3.00
       28153    -.47787    4.00
       28161    -.53657    3.00
       28169    -.25917    4.00
       28177    -.47582    4.00
       28185    -.51918    3.00
       28201    -.59599    3.00
       28209    -.15762    4.00
       28235    -.02206    5.00
       28236    -.36703    4.00
       29  1    -.76623    1.00
       29  7    -.21828    4.00
       29 13    -.65170    2.00
       29 19    -.79584    1.00
       29 25    -.68254    2.00
       29 31    -.40285    4.00
       29 37    -.72164    2.00
       29 43    -.70820    2.00
       29 49    -.70820    2.00
       29 55    -.87649    1.00
       29 61    -.72164    2.00
       29 67    -.40896    4.00
       29 73    -.27436    4.00
       29 79    -.43451    4.00
       29 85    -.75279    1.00
       29 91    -.58146    3.00
       29 97    -.72765    2.00
       29103    -.70076    2.00
       29109    -.78886    1.00
       29115    -.69203    2.00
       29121    -.62482    3.00
       29127    -.34516    4.00
       29133    -.66689    2.00
       29139    -.70820    2.00
       29145    -.49808    4.00
       29151    -.58146    3.00
       29157    -.63523    3.00
       30  1    -.60327    3.00
       30  5    -.30270    4.00
       30  9    -.15518    4.00
       30 13    -.31614    4.00
       30 17    -.28925    4.00
       30 21    -.62643    3.00
       30 25    -.50644    3.00
       30 29    -.53684    3.00
       30 33    -.66676    2.00
       30 37    -.73379    2.00
       30 41    -.52765    3.00
       30 45    -.50819    3.00
       30 49    -.62157    3.00
       30 53    -.49579    4.00
       30 57    -.56294    3.00
       30 61    -.59099    3.00
       30 65    -.56993    3.00
       30 69    -.62198    3.00
       30 73    -.30270    4.00
       30 77    -.29436    4.00
       30 81    -.76686    1.00
       30 85    -.67277    2.00
       30 89    -.35274    4.00
       30 93    -.25547    4.00
       30 97    -.43825    4.00
       30101    -.63987    3.00
       30105    -.30270    4.00
       30123    -.19632    4.00
       31  4    -.48807    4.00
       31 14    -.42481    4.00
       31 24    -.60928    3.00
       31 34    -.49885    4.00
       31 44    -.60927    3.00
       31 54    -.28925    4.00
       31 64    -.39777    4.00
       31 74    -.41753    4.00
       31 84    -.64345    3.00
       31 94    -.56760    3.00
       31104    -.61384    3.00
       31114    -.48925    4.00
       31124    -.64170    3.00
       31134    -.68716    2.00
       31144    -.35032    4.00
       31154    -.60752    3.00
       31164    -.34229    4.00
       31174    -.48797    4.00
       31184    -.55550    3.00
       31194    -.39792    4.00
       31204    -.45379    4.00
       31214    -.37720    4.00
       31224    -.58105    3.00
       31234    -.43195    4.00
       31244    -.40378    4.00
       31254    -.45170    4.00
       31264    -.80648    1.00
       32  5    -.60961    3.00
       32 11    -.35856    4.00
       32 17    -.64667    3.00
       32 23    -.79311    1.00
       32 29    -.64994    2.00
       32 35    -.67859    2.00
       32 41    -.54187    3.00
       32 47    -.46140    4.00
       32 53    -.59916    3.00
       32 59    -.66339    2.00
       32 65    -.52959    3.00
       32 71    -.63826    3.00
       32 77    -.81992    1.00
       32 83    -.79584    1.00
       32 89    -.79584    1.00
       32 95    -.71884    2.00
       32101    -.52671    3.00
       32107    -.73934    2.00
       32113    -.58572    3.00
       32119    -.52295    3.00
       32125    -.61723    3.00
       32131    -.66515    2.00
       32137    -.48052    4.00
       32143    -.78835    1.00
       32149    -.83617    1.00
       32155    -.43451    4.00
       32161    -.50673    3.00
       33  7    -.52309    3.00
       33 14    -.75395    1.00
       33 21    -.63850    3.00
       33 28    -.64346    3.00
       33 35    -.50326    3.00
       33 42    -.69996    2.00
       33 49    -.68379    2.00
       33 56    -.72474    2.00
       33 63    -.80104    1.00
       33 70    -.93528    1.00
       33 77    -.71263    2.00
       33 84    -.62258    3.00
       33 91    -.38093    4.00
       33 98    -.66515    2.00
       33105    -.54823    3.00
       33112    -.59891    3.00
       33119    -.67328    2.00
       33126    -.57147    3.00
       33133    -.64346    3.00
       33140    -.40168    4.00
       33147    -.62243    3.00
       33154    -.74029    2.00
       33161    -.54839    3.00
       33168    -.81448    1.00
       33175    -.54062    3.00
       33182    -.42627    4.00
       33189    -.70596    2.00
       34  3    -.09640    5.00
       34  9    -.52163    3.00
       34 15    -.34112    4.00
       34 21    -.23762    4.00
       34 27    -.19632    4.00
       34 33    -.42481    4.00
       34 39    -.31614    4.00
       34 45    -.32752    4.00
       34 51    -.50819    3.00
       34 57    -.50819    3.00
       34 63    -.50819    3.00
       34 69    -.65704    2.00
       34 75    -.36973    4.00
       34 81    -.44220    4.00
       34 87    -.48130    4.00
       34 93    -.47652    4.00
       34 99    -.57541    3.00
       34105    -.42967    4.00
       34111    -.57638    3.00
       34117    -.61671    3.00
       34123    -.15518    4.00
       34129    -.68374    2.00
       34135    -.47652    4.00
       34141    -.41296    4.00
       34147    -.34779    4.00
       34153    -.37263    4.00
       34159    -.71063    2.00
       35  5    -.75305    1.00
       35 13    -.55581    3.00
       35 21    -.50173    3.00
       35 29    -.59512    3.00
       35 37    -.32887    4.00
       35 45    -.24320    4.00
       35 53    -.57970    3.00
       35 61    -.43754    4.00
       35 69    -.47112    4.00
       35 77    -.55061    3.00
       35 85    -.60098    3.00
       35 93    -.31543    4.00
       35101    -.33167    4.00
       35109    -.46730    4.00
       35117    -.50094    3.00
       35125    -.42995    4.00
       35133    -.85933    1.00
       35141    -.76798    1.00
       35149    -.50270    3.00
       35157    -.55061    3.00
       35165    -.32538    4.00
       35173    -.57470    3.00
       35181    -.31543    4.00
       35189    -.45860    4.00
       35197    -.16306    4.00
       35205    -.49132    4.00
       35213    -.54237    3.00
       36  1    -.12035    5.00
       36  9    -.65575    2.00
       36 17    -.65734    2.00
       36 25    -.84765    1.00
       36 33    -.81157    1.00
       36 41    -.34339    4.00
       36 57    -.73738    2.00
       36 65    -.57396    3.00
       36 73    -.64230    3.00
       36 81    -.75257    1.00
       36 89    -.36905    4.00
       36 97    -.57396    3.00
       36105    -.72394    2.00
       36113    -.50268    3.00
       36121    -.54830    3.00
       36129    -.25878    4.00
       36137    -.61526    3.00
       36145    -.27321    4.00
       36153    -.74029    2.00
       36161    -.75973    1.00
       36169    -.73268    2.00
       36177    -.07078    5.00
       36185    -.76427    1.00
       36201    -.93528    1.00
       36209    -.45768    4.00
       37  2    -.58692    3.00
       37  8    -.23762    4.00
       37 14    -.57347    3.00
       37 20    -.47956    4.00
       37 26    -.22418    4.00
       37 32    -.39777    4.00
       37 38    -.27795    4.00
       37 44    -.51989    3.00
       37 50    -.46786    4.00
       37 56    -.71779    2.00
       37 62    -.49475    4.00
       37 68    -.65057    2.00
       37 74    -.43620    4.00
       37 80    -.47698    4.00
       37 86    -.53333    3.00
       37 92    -.40628    4.00
       37 98    -.33430    4.00
       37104    -.46540    4.00
       37110    -.70992    2.00
       37116    -.56335    3.00
       37122    -.78411    1.00
       37128    -.60264    3.00
       37134    -.64289    3.00
       37140    -.22696    4.00
       37146    -.49404    4.00
       37152    -.58416    3.00
       37158    -.29884    4.00
       38  2    -.32734    4.00
       38  7    -.66919    2.00
       38 12    -.77397    1.00
       38 17    -.53946    3.00
       38 22    -.86807    1.00
       38 27    -.79988    1.00
       38 32    -.63564    3.00
       38 37    -.91812    1.00
       38 42    -.70564    2.00
       38 47    -.54708    3.00
       38 52    -.53363    3.00
       38 57    -.84993    1.00
       38 62    -.73268    2.00
       38 67    -.77012    1.00
       38 72    -.64215    3.00
       38 77    -.63745    3.00
       38 82    -.81157    1.00
       38 87    -.84120    1.00
       38 92    -.84392    1.00
       38 97    -.76427    1.00
       38102    -.44423    4.00
       38107    -.80732    1.00
       38112    -.38692    4.00
       38117    -.59192    3.00
       38122    -.58368    3.00
       38127    -.50871    3.00
       38132    -.66142    2.00
       39  4     .31343    5.00
       39 12     .84423    5.00
       39 20     .60508    5.00
       39 28    -.07673    5.00
       39 36     .71110    5.00
       39 44    -.63695    3.00
       39 52    -.37881    4.00
       39 60     .22195    5.00
       39 68    -.09795    5.00
       39 76     .16733    5.00
       39 84     .62047    5.00
       39 92     .58792    5.00
       39100     .24458    5.00
       39108     .26792    5.00
       39116    -.02127    5.00
